Offset(P)          Proto    Local Address                  Foreign Address      State            Pid      Owner          Created
0x112159010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112326970        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x1123a2010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:11 UTC+0000
0x11251e4e0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x11251f420        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x11251fb90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x11206bd10        TCPv6    ::1:389                        ::1:49168            ESTABLISHED      568      lsass.exe      
0x11261e2e0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x11261ead0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112643970        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112643ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x11284b250        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x11284bb90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112956650        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112957580        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112957ad0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112957ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112958010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x1129582e0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x1129586d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x11295e580        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x11295ead0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x11295eec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x1129f04e0        UDPv4    127.0.0.1:16496                *:*                                   2880     Microsoft.Acti 2019-09-16 19:50:41 UTC+0000
0x112a4b580        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112a4bad0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112a4bec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112b14010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112b14720        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112b14b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112b25010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112b253f0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112b38010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112b386d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112b38c20        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112b87cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:47:30 UTC+0000
0x112c56970        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112c5c010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112c5c270        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112e38010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x112e38650        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113827ad0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113830850        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x11385b970        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x11385bec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a04ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a22330        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a22880        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a22cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a26250        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a267a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a26b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a30b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a34260        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a343b0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a34cf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a3e010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a3f580        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a3fec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a41970        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a41ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a42580        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a42ec0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a4cb90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a55b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a57010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a57250        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a577a0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a57b90        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a5c3b0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a5ccf0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a5d010        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
0x113a5d6d0        UDPv4    0.0.0.0:0                      *:*                                   1596     dns.exe        2019-09-16 19:36:10 UTC+0000
